title,rating,url
"Pizzas with Prosciutto, Peas, Pea Sprouts and Gruyère ",3.75,https://www.epicurious.com/search?q=Pizzas+with+Prosciutto%2C+Peas%2C+Pea+Sprouts+and+Gruy%C3%A8re
Lemon and Toasted Coconut Ice Cream ,2.5,https://www.epicurious.com/search?q=Lemon+and+Toasted+Coconut+Ice+Cream
Italian Sausage and Bread Stuffing ,5.0,https://www.epicurious.com/search?q=Italian+Sausage+and+Bread+Stuffing
Concord Grape and Pear Pie ,5.0,https://www.epicurious.com/search?q=Concord+Grape+and+Pear+Pie
Hot Chocolate with Coffee and Hazelnut Liqueurs ,5.0,https://www.epicurious.com/search?q=Hot+Chocolate+with+Coffee+and+Hazelnut+Liqueurs
Fried Rice with Cilantro and Peas ,4.375,https://www.epicurious.com/search?q=Fried+Rice+with+Cilantro+and+Peas
"Salmon with Endive, Dill, and Cream ",4.375,https://www.epicurious.com/search?q=Salmon+with+Endive%2C+Dill%2C+and+Cream
Chocolate Panforte Candies ,5.0,https://www.epicurious.com/search?q=Chocolate+Panforte+Candies
"Chicken, Potato, and Green Bean Salad ",3.75,https://www.epicurious.com/search?q=Chicken%2C+Potato%2C+and+Green+Bean+Salad
"Seared Duck Breast with Chili, Honey & Ginger Glaze ",4.375,https://www.epicurious.com/search?q=Seared+Duck+Breast+with+Chili%2C+Honey+%26+Ginger+Glaze
Shellfish Boil with Spicy Green Dipping Sauce ,0.0,https://www.epicurious.com/search?q=Shellfish+Boil+with+Spicy+Green+Dipping+Sauce
Balsamic Berries Over Vanilla Ice Cream ,5.0,https://www.epicurious.com/search?q=Balsamic+Berries+Over+Vanilla+Ice+Cream
Beef Tenderloin and Vegetable Pot Pies ,3.75,https://www.epicurious.com/search?q=Beef+Tenderloin+and+Vegetable+Pot+Pies
Grilled Jerk Pork With Curried Peach Relish ,4.375,https://www.epicurious.com/search?q=Grilled+Jerk+Pork+With+Curried+Peach+Relish
Tangerine-Honey Flan with Grapefruit Segments ,4.375,https://www.epicurious.com/search?q=Tangerine-Honey+Flan+with+Grapefruit+Segments
Fennel and Parsley Salad ,3.75,https://www.epicurious.com/search?q=Fennel+and+Parsley+Salad
Chocolate Rum Pudding ,3.75,https://www.epicurious.com/search?q=Chocolate+Rum+Pudding
Hotsy Pasta ,4.375,https://www.epicurious.com/search?q=Hotsy+Pasta
Pork Stew with Olives and Green Beans ,4.375,https://www.epicurious.com/search?q=Pork+Stew+with+Olives+and+Green+Beans
Sandmartin ,0.0,https://www.epicurious.com/search?q=Sandmartin
Mango and Shrimp Wraps ,4.375,https://www.epicurious.com/search?q=Mango+and+Shrimp+Wraps
Beet and Potato Salad ,3.125,https://www.epicurious.com/search?q=Beet+and+Potato+Salad
Habanero Salsa ,5.0,https://www.epicurious.com/search?q=Habanero+Salsa
Isabella's Aphrodisiac Ice Cream ,5.0,https://www.epicurious.com/search?q=Isabella%27s+Aphrodisiac+Ice+Cream
Sashimi Salad with Soy and Orange ,5.0,https://www.epicurious.com/search?q=Sashimi+Salad+with+Soy+and+Orange
Spicy Tamarind Shrimp ,2.5,https://www.epicurious.com/search?q=Spicy+Tamarind+Shrimp
Fresh Fruit Smoothie ,4.375,https://www.epicurious.com/search?q=Fresh+Fruit+Smoothie
Red and Green Grape Crisp ,4.375,https://www.epicurious.com/search?q=Red+and+Green+Grape+Crisp
Seared Scallops with Asian Lime-chile Sauce ,4.375,https://www.epicurious.com/search?q=Seared+Scallops+with+Asian+Lime-chile+Sauce
Angel's Wing ,0.0,https://www.epicurious.com/search?q=Angel%27s+Wing
Crackling Corn Bread ,1.875,https://www.epicurious.com/search?q=Crackling+Corn+Bread
"Peppered Chicken Liver, Sage, and Fried Onion Bruschetta ",4.375,https://www.epicurious.com/search?q=Peppered+Chicken+Liver%2C+Sage%2C+and+Fried+Onion+Bruschetta
Fried Stuffed Rice Balls ,4.375,https://www.epicurious.com/search?q=Fried+Stuffed+Rice+Balls
Parsi Potatoes with Egg ,4.375,https://www.epicurious.com/search?q=Parsi+Potatoes+with+Egg
Quince Pound Cake ,4.375,https://www.epicurious.com/search?q=Quince+Pound+Cake
Penne with Asparagus and Basil ,3.125,https://www.epicurious.com/search?q=Penne+with+Asparagus+and+Basil
Milk Chocolate-Pecan Tartlets ,4.375,https://www.epicurious.com/search?q=Milk+Chocolate-Pecan+Tartlets
"Cuban-Style Grilled Mojo Chicken with Greens, Avocados and Mangoes ",3.75,https://www.epicurious.com/search?q=Cuban-Style+Grilled+Mojo+Chicken+with+Greens%2C+Avocados+and+Mangoes
Pineapple-Apricot Salsa ,4.375,https://www.epicurious.com/search?q=Pineapple-Apricot+Salsa
"Frisée Salad with Bacon, Dates, and Red Onion ",4.375,https://www.epicurious.com/search?q=Fris%C3%A9e+Salad+with+Bacon%2C+Dates%2C+and+Red+Onion
Beef Medallions with Cognac Sauce ,4.375,https://www.epicurious.com/search?q=Beef+Medallions+with+Cognac+Sauce
Curried Stir-Fried Noodles with Vegetables ,3.75,https://www.epicurious.com/search?q=Curried+Stir-Fried+Noodles+with+Vegetables
Cool Tahini Pasta ,3.125,https://www.epicurious.com/search?q=Cool+Tahini+Pasta
Caraway Rice Cakes ,3.125,https://www.epicurious.com/search?q=Caraway+Rice+Cakes
Dill Lemon Pesto ,3.75,https://www.epicurious.com/search?q=Dill+Lemon+Pesto
Melon and Berry Compote ,4.375,https://www.epicurious.com/search?q=Melon+and+Berry+Compote
Red Leaf Caesar Salad with Grilled Parmesan Croutons ,4.375,https://www.epicurious.com/search?q=Red+Leaf+Caesar+Salad+with+Grilled+Parmesan+Croutons
"Tofu, Fried, with Pork and Black-Bean Sauce (Peng's Home-Style Bean Curd) ",5.0,https://www.epicurious.com/search?q=Tofu%2C+Fried%2C+with+Pork+and+Black-Bean+Sauce+%28Peng%27s+Home-Style+Bean+Curd%29
"Apple, Green Onion, and Jalapeño Salsa ",4.375,https://www.epicurious.com/search?q=Apple%2C+Green+Onion%2C+and+Jalape%C3%B1o+Salsa
Hibiscus Sauce (Sirope de Flor de Jamaica) ,0.0,https://www.epicurious.com/search?q=Hibiscus+Sauce+%28Sirope+de+Flor+de+Jamaica%29
One-Bowl Milk Chocolate Cake With Chocolate-Caramel Frosting ,3.125,https://www.epicurious.com/search?q=One-Bowl+Milk+Chocolate+Cake+With+Chocolate-Caramel+Frosting
Blood Orange Champagne Cocktail ,5.0,https://www.epicurious.com/search?q=Blood+Orange+Champagne+Cocktail
Warm Date and Almond Puddings ,0.0,https://www.epicurious.com/search?q=Warm+Date+and+Almond+Puddings
Pickled Shrimp ,5.0,https://www.epicurious.com/search?q=Pickled+Shrimp
Nonya Chicken Stock ,0.0,https://www.epicurious.com/search?q=Nonya+Chicken+Stock
BA's Best Fried Chicken Sandwich ,4.375,https://www.epicurious.com/search?q=BA%27s+Best+Fried+Chicken+Sandwich
Grilling Procedure ,5.0,https://www.epicurious.com/search?q=Grilling+Procedure
Cinnamon Ice Cream ,4.375,https://www.epicurious.com/search?q=Cinnamon+Ice+Cream
Chili and Honey Chicken Legs ,3.75,https://www.epicurious.com/search?q=Chili+and+Honey+Chicken+Legs
Turkey en Chaudfroid ,3.75,https://www.epicurious.com/search?q=Turkey+en+Chaudfroid
Creamed Smoked Salmon and Leeks ,4.375,https://www.epicurious.com/search?q=Creamed+Smoked+Salmon+and+Leeks
"Lemon, Pepper, and Thyme Popovers ",3.75,https://www.epicurious.com/search?q=Lemon%2C+Pepper%2C+and+Thyme+Popovers
Lamb and Barley Soup ,4.375,https://www.epicurious.com/search?q=Lamb+and+Barley+Soup
"Cucumber, Radish, and Watercress Sandwiches with Truffled Goat Cheese ",3.75,https://www.epicurious.com/search?q=Cucumber%2C+Radish%2C+and+Watercress+Sandwiches+with+Truffled+Goat+Cheese
Roasted Sweet Potatoes with Lime Syrup and Chives ,4.375,https://www.epicurious.com/search?q=Roasted+Sweet+Potatoes+with+Lime+Syrup+and+Chives
Grilled Tuscan Pork Rib Roast with Rosemary Coating and Red Pepper Relish ,3.75,https://www.epicurious.com/search?q=Grilled+Tuscan+Pork+Rib+Roast+with+Rosemary+Coating+and+Red+Pepper+Relish
Chicken and Apple Curry ,3.75,https://www.epicurious.com/search?q=Chicken+and+Apple+Curry
"Orzo with Beets, Olives, Feta, and Soft-Boiled Eggs ",3.75,https://www.epicurious.com/search?q=Orzo+with+Beets%2C+Olives%2C+Feta%2C+and+Soft-Boiled+Eggs
Yogurt Garlic Sauce ,4.375,https://www.epicurious.com/search?q=Yogurt+Garlic+Sauce
Cherry-Apricot Compote ,4.375,https://www.epicurious.com/search?q=Cherry-Apricot+Compote
Beer and Horseradish Mustard ,2.5,https://www.epicurious.com/search?q=Beer+and+Horseradish+Mustard
Harira ,4.375,https://www.epicurious.com/search?q=Harira
Oysters and Pearls ,4.375,https://www.epicurious.com/search?q=Oysters+and+Pearls
Cranberry-Orange Cape Cod ,5.0,https://www.epicurious.com/search?q=Cranberry-Orange+Cape+Cod
Piccadilly ,0.0,https://www.epicurious.com/search?q=Piccadilly
Marzipan-Topped Strawberry Layer Cake ,4.375,https://www.epicurious.com/search?q=Marzipan-Topped+Strawberry+Layer+Cake
Scotch Broth ,4.375,https://www.epicurious.com/search?q=Scotch+Broth
Pecan Praline Topping ,4.375,https://www.epicurious.com/search?q=Pecan+Praline+Topping
Crunchy Eggs with Piquillo Peppers ,5.0,https://www.epicurious.com/search?q=Crunchy+Eggs+with+Piquillo+Peppers
Caraway-Crusted Pork Chops ,3.75,https://www.epicurious.com/search?q=Caraway-Crusted+Pork+Chops
Sweet Potato Purée with Goat Cheese and Truffle Oil ,4.375,https://www.epicurious.com/search?q=Sweet+Potato+Pur%C3%A9e+with+Goat+Cheese+and+Truffle+Oil
Grilled Swordfish with Cucumber Lime Salsa ,4.375,https://www.epicurious.com/search?q=Grilled+Swordfish+with+Cucumber+Lime+Salsa
Brandy Crusta ,0.0,https://www.epicurious.com/search?q=Brandy+Crusta
Spicy Spinach Linguine with Olive Oil and Garlic ,4.375,https://www.epicurious.com/search?q=Spicy+Spinach+Linguine+with+Olive+Oil+and+Garlic
"Vegetable, Rice, and Lemon Soup ",3.75,https://www.epicurious.com/search?q=Vegetable%2C+Rice%2C+and+Lemon+Soup
Oz Family Stir-Fried Rice ,0.0,https://www.epicurious.com/search?q=Oz+Family+Stir-Fried+Rice
Fiery Grilled Shrimp with Honeydew Gazpacho ,4.375,https://www.epicurious.com/search?q=Fiery+Grilled+Shrimp+with+Honeydew+Gazpacho
Espresso Cheesecake ,1.875,https://www.epicurious.com/search?q=Espresso+Cheesecake
Chipotle Vinegar ,4.375,https://www.epicurious.com/search?q=Chipotle+Vinegar
Flour Tortillas ,4.375,https://www.epicurious.com/search?q=Flour+Tortillas
"Bitter Greens with Carrots, Turnips, and Oranges ",0.0,https://www.epicurious.com/search?q=Bitter+Greens+with+Carrots%2C+Turnips%2C+and+Oranges
Macadamia Rum Baked Alaska ,0.0,https://www.epicurious.com/search?q=Macadamia+Rum+Baked+Alaska
Lentils with Port-Glazed Shallots ,3.125,https://www.epicurious.com/search?q=Lentils+with+Port-Glazed+Shallots
Sriracha Salt ,0.0,https://www.epicurious.com/search?q=Sriracha+Salt
Curried Trout with Chutney and Cucumber-Melon Raita ,3.125,https://www.epicurious.com/search?q=Curried+Trout+with+Chutney+and+Cucumber-Melon+Raita
Fish and Chips with Tarragon-Malt Vinegar Mayonnaise ,3.75,https://www.epicurious.com/search?q=Fish+and+Chips+with+Tarragon-Malt+Vinegar+Mayonnaise
Pork Banh Mi with Quick-Pickled Radishes and Carrots ,0.0,https://www.epicurious.com/search?q=Pork+Banh+Mi+with+Quick-Pickled+Radishes+and+Carrots
"Mixed Greens with Crispy Bacon, Goat Cheese, and Fried Egg ",4.375,https://www.epicurious.com/search?q=Mixed+Greens+with+Crispy+Bacon%2C+Goat+Cheese%2C+and+Fried+Egg
Paprika Roast Chicken with Sweet Onion ,4.375,https://www.epicurious.com/search?q=Paprika+Roast+Chicken+with+Sweet+Onion
Apple Cheese Wraps ,0.0,https://www.epicurious.com/search?q=Apple+Cheese+Wraps
Baked Breaded Cauliflower ,5.0,https://www.epicurious.com/search?q=Baked+Breaded+Cauliflower
Tortillas with Eggs ,3.75,https://www.epicurious.com/search?q=Tortillas+with+Eggs
Mint Chutney ,4.375,https://www.epicurious.com/search?q=Mint+Chutney
Chocolate and Coconut Pecan Tart ,4.375,https://www.epicurious.com/search?q=Chocolate+and+Coconut+Pecan+Tart
Snapper Crudo with Chiles and Sesame ,5.0,https://www.epicurious.com/search?q=Snapper+Crudo+with+Chiles+and+Sesame
Asian Braised Short Ribs with Cranberry-Teriyaki Glaze ,5.0,https://www.epicurious.com/search?q=Asian+Braised+Short+Ribs+with+Cranberry-Teriyaki+Glaze
Herbed Game Hens with Radicchio and Truffle Oil ,3.125,https://www.epicurious.com/search?q=Herbed+Game+Hens+with+Radicchio+and+Truffle+Oil
A Rainbow of Grilled Peppers ,4.375,https://www.epicurious.com/search?q=A+Rainbow+of+Grilled+Peppers
Pasta With Tomatoes and Mozzarella ,4.375,https://www.epicurious.com/search?q=Pasta+With+Tomatoes+and+Mozzarella
Chicken Normande with Mashed Apples and Potatoes ,3.75,https://www.epicurious.com/search?q=Chicken+Normande+with+Mashed+Apples+and+Potatoes
Garlicky Spinach ,3.125,https://www.epicurious.com/search?q=Garlicky+Spinach
Greek-Style Braised Lamb Shanks ,4.375,https://www.epicurious.com/search?q=Greek-Style+Braised+Lamb+Shanks
Sesame Wonton Triangles with Smoked Salmon and Wasabi ,3.75,https://www.epicurious.com/search?q=Sesame+Wonton+Triangles+with+Smoked+Salmon+and+Wasabi
Venison Chili with Snowcap Beans ,4.375,https://www.epicurious.com/search?q=Venison+Chili+with+Snowcap+Beans
Tuscan Porterhouse Steak with Red Wine-Peppercorn Jus ,5.0,https://www.epicurious.com/search?q=Tuscan+Porterhouse+Steak+with+Red+Wine-Peppercorn+Jus
Armagnac-Poached Prunes with Vanilla Ice Cream ,4.375,https://www.epicurious.com/search?q=Armagnac-Poached+Prunes+with+Vanilla+Ice+Cream
Beef Gulasch ,3.75,https://www.epicurious.com/search?q=Beef+Gulasch
Beef Reduction ,4.375,https://www.epicurious.com/search?q=Beef+Reduction
Panna Cotta ,5.0,https://www.epicurious.com/search?q=Panna+Cotta
"Artichoke, Fennel, and Crispy Prosciutto Salad ",4.375,https://www.epicurious.com/search?q=Artichoke%2C+Fennel%2C+and+Crispy+Prosciutto+Salad
Spinach with Bamboo Shoots ,3.125,https://www.epicurious.com/search?q=Spinach+with+Bamboo+Shoots
Happy Apple Rum Twist ,3.75,https://www.epicurious.com/search?q=Happy+Apple+Rum+Twist
Garlic-Braised Beef Shanks ,3.75,https://www.epicurious.com/search?q=Garlic-Braised+Beef+Shanks
Spicy Seafood Couscous ,4.375,https://www.epicurious.com/search?q=Spicy+Seafood+Couscous
Caramelized Plums with Lemon-Gingersnap Yogurt ,1.25,https://www.epicurious.com/search?q=Caramelized+Plums+with+Lemon-Gingersnap+Yogurt
"Asparagus with Prosciutto di Parma, Pecorino Pepato, and Poached Eggs ",4.375,https://www.epicurious.com/search?q=Asparagus+with+Prosciutto+di+Parma%2C+Pecorino+Pepato%2C+and+Poached+Eggs
Fresh Fruit Platter with Ginger-Mango Sauce ,3.75,https://www.epicurious.com/search?q=Fresh+Fruit+Platter+with+Ginger-Mango+Sauce
Sirloin Steaks with Potatoes and Spicy Chili Butter ,3.75,https://www.epicurious.com/search?q=Sirloin+Steaks+with+Potatoes+and+Spicy+Chili+Butter
Honey Caramel Peach Pie ,3.75,https://www.epicurious.com/search?q=Honey+Caramel+Peach+Pie
Dome Cake Filled with Chocolate and Nut Cream ,5.0,https://www.epicurious.com/search?q=Dome+Cake+Filled+with+Chocolate+and+Nut+Cream
Orange–Brown Butter Wet Nuts ,0.0,https://www.epicurious.com/search?q=Orange%E2%80%93Brown+Butter+Wet+Nuts
Miniature Olive Focaccias with Marinated Peppers ,4.375,https://www.epicurious.com/search?q=Miniature+Olive+Focaccias+with+Marinated+Peppers
Halibut with Olive Tarragon Bread Crumbs on Roasted Tomato and Garlic Coulis ,4.375,https://www.epicurious.com/search?q=Halibut+with+Olive+Tarragon+Bread+Crumbs+on+Roasted+Tomato+and+Garlic+Coulis
Soba Noodle Stir-Fry ,4.375,https://www.epicurious.com/search?q=Soba+Noodle+Stir-Fry
Grilled Cuban Sandwich (Sandwich Cubano) ,4.375,https://www.epicurious.com/search?q=Grilled+Cuban+Sandwich+%28Sandwich+Cubano%29
Broccoli-Cheddar Dip ,4.375,https://www.epicurious.com/search?q=Broccoli-Cheddar+Dip
Cilantro-Yogurt Sauce ,5.0,https://www.epicurious.com/search?q=Cilantro-Yogurt+Sauce
Eula Mae's Seafood Gumbo ,3.75,https://www.epicurious.com/search?q=Eula+Mae%27s+Seafood+Gumbo
Fig and Carrot Slaw ,3.75,https://www.epicurious.com/search?q=Fig+and+Carrot+Slaw
Singapore Shrimp Stir-Fry ,3.75,https://www.epicurious.com/search?q=Singapore+Shrimp+Stir-Fry
Strozzapreti with Spinach and Preserved Lemon ,3.75,https://www.epicurious.com/search?q=Strozzapreti+with+Spinach+and+Preserved+Lemon
Sweet and Chunky Apple Butter ,4.375,https://www.epicurious.com/search?q=Sweet+and+Chunky+Apple+Butter
Lentils San Stefano ,4.375,https://www.epicurious.com/search?q=Lentils+San+Stefano
Casserole of Turkey with Rice ,3.125,https://www.epicurious.com/search?q=Casserole+of+Turkey+with+Rice
Pecan Pumpkin Pie ,3.75,https://www.epicurious.com/search?q=Pecan+Pumpkin+Pie
Roasted Strawberry Trifles With Lemon Cream ,5.0,https://www.epicurious.com/search?q=Roasted+Strawberry+Trifles+With+Lemon+Cream
Honey-Gingered Pork Tenderloins ,4.375,https://www.epicurious.com/search?q=Honey-Gingered+Pork+Tenderloins
Hot Spiced Buttered Rum ,3.125,https://www.epicurious.com/search?q=Hot+Spiced+Buttered+Rum
Penne Vodka with Herbed Chicken ,3.75,https://www.epicurious.com/search?q=Penne+Vodka+with+Herbed+Chicken
Red Velvet Cupcakes with Coconut and Cream Cheese Frosting ,3.75,https://www.epicurious.com/search?q=Red+Velvet+Cupcakes+with+Coconut+and+Cream+Cheese+Frosting
"Grilled Radicchio and Kale, Sauerkraut Style ",4.375,https://www.epicurious.com/search?q=Grilled+Radicchio+and+Kale%2C+Sauerkraut+Style
Green Bean and Red Onion Salad with Warm Cider Vinaigrette ,4.375,https://www.epicurious.com/search?q=Green+Bean+and+Red+Onion+Salad+with+Warm+Cider+Vinaigrette
Apricot Galette ,3.75,https://www.epicurious.com/search?q=Apricot+Galette
Tamales de Mole Poblano ,0.0,https://www.epicurious.com/search?q=Tamales+de+Mole+Poblano
Raspberry and Blueberry Vanilla Cheesecake ,5.0,https://www.epicurious.com/search?q=Raspberry+and+Blueberry+Vanilla+Cheesecake
Rhubarb Chutney ,4.375,https://www.epicurious.com/search?q=Rhubarb+Chutney
Flourless Chocolate-Hazelnut Cake ,4.375,https://www.epicurious.com/search?q=Flourless+Chocolate-Hazelnut+Cake
Black Bean Soup with Cilantro-Tomato Salsa ,3.125,https://www.epicurious.com/search?q=Black+Bean+Soup+with+Cilantro-Tomato+Salsa
Oven-Dried Tomato Tart with Goat Cheese and Black Olives ,4.375,https://www.epicurious.com/search?q=Oven-Dried+Tomato+Tart+with+Goat+Cheese+and+Black+Olives
Meatballs in Tomato Sauce ,3.75,https://www.epicurious.com/search?q=Meatballs+in+Tomato+Sauce
Spicy Summer Rolls with Peanut Dipping Sauce ,,https://www.epicurious.com/search?q=Spicy+Summer+Rolls+with+Peanut+Dipping+Sauce
Pineapple Papaya Relish ,5.0,https://www.epicurious.com/search?q=Pineapple+Papaya+Relish
Broiled Fish Fillets with Basil Butter ,3.75,https://www.epicurious.com/search?q=Broiled+Fish+Fillets+with+Basil+Butter
"Wild Mushrooms, Haricot Vert, and Shallot Sauté ",4.375,https://www.epicurious.com/search?q=Wild+Mushrooms%2C+Haricot+Vert%2C+and+Shallot+Saut%C3%A9
"Shrimp Broth with Lemongrass, Chili and Ginger ",4.375,https://www.epicurious.com/search?q=Shrimp+Broth+with+Lemongrass%2C+Chili+and+Ginger
Nach Waxman's Brisket of Beef ,5.0,https://www.epicurious.com/search?q=Nach+Waxman%27s+Brisket+of+Beef
Baked Rigatoni alla Norma ,4.375,https://www.epicurious.com/search?q=Baked+Rigatoni+alla+Norma
Spicy Lemon Crab Cakes on Mixed Greens ,4.375,https://www.epicurious.com/search?q=Spicy+Lemon+Crab+Cakes+on+Mixed+Greens
Chicken and Hominy Soup ,4.375,https://www.epicurious.com/search?q=Chicken+and+Hominy+Soup
Roast Beef Stock ,5.0,https://www.epicurious.com/search?q=Roast+Beef+Stock
Crispy Kale Bars ,3.75,https://www.epicurious.com/search?q=Crispy+Kale+Bars
Toasted-Pecan Pie ,3.75,https://www.epicurious.com/search?q=Toasted-Pecan+Pie
Pumpkin Seed Pesto ,3.75,https://www.epicurious.com/search?q=Pumpkin+Seed+Pesto
Southwestern Barbecued Brisket with Ancho Chile Sauce ,4.375,https://www.epicurious.com/search?q=Southwestern+Barbecued+Brisket+with+Ancho+Chile+Sauce
Self-Stomped Thick White Noodles ,0.0,https://www.epicurious.com/search?q=Self-Stomped+Thick+White+Noodles
Stir-Fried Grains with Shrimp and Eggs ,4.375,https://www.epicurious.com/search?q=Stir-Fried+Grains+with+Shrimp+and+Eggs
Jalapeño Tequila Gimlet ,5.0,https://www.epicurious.com/search?q=Jalape%C3%B1o+Tequila+Gimlet
Mango Coconut Ice Cream ,5.0,https://www.epicurious.com/search?q=Mango+Coconut+Ice+Cream
Warm Pear and Walnut Cake with Lemon Custard Sauce ,4.375,https://www.epicurious.com/search?q=Warm+Pear+and+Walnut+Cake+with+Lemon+Custard+Sauce
Provençal Chicken and Tomato Roast ,4.375,https://www.epicurious.com/search?q=Proven%C3%A7al+Chicken+and+Tomato+Roast
Brown-Rice Flour Mix ,5.0,https://www.epicurious.com/search?q=Brown-Rice+Flour+Mix
"Cucumber, Jícama, and Pickled Ginger Salad ",2.5,https://www.epicurious.com/search?q=Cucumber%2C+J%C3%ADcama%2C+and+Pickled+Ginger+Salad
Southern Cross ,0.0,https://www.epicurious.com/search?q=Southern+Cross
Roasted Sea Bass with Tomato Coulis and Fennel Salsa ,3.75,https://www.epicurious.com/search?q=Roasted+Sea+Bass+with+Tomato+Coulis+and+Fennel+Salsa
"Tamarind ""Teriyaki"" Chicken Skewers ",3.125,https://www.epicurious.com/search?q=Tamarind+%22Teriyaki%22+Chicken+Skewers
"Spicy Sesame Noodle, Green Bean, and Carrot Salad ",4.375,https://www.epicurious.com/search?q=Spicy+Sesame+Noodle%2C+Green+Bean%2C+and+Carrot+Salad
Potato Pierogi with Cabbage and Bacon ,3.125,https://www.epicurious.com/search?q=Potato+Pierogi+with+Cabbage+and+Bacon
Green Chili Corn Bread ,4.375,https://www.epicurious.com/search?q=Green+Chili+Corn+Bread
Sauteed Trout with Pecans ,5.0,https://www.epicurious.com/search?q=Sauteed+Trout+with+Pecans
Chocolate-Dipped Orange and Ginger Florentines ,4.375,https://www.epicurious.com/search?q=Chocolate-Dipped+Orange+and+Ginger+Florentines
Tuscan Turkey Sauce and Pasta ,3.75,https://www.epicurious.com/search?q=Tuscan+Turkey+Sauce+and+Pasta
Roasted Red Pepper and Tomato Sauce ,5.0,https://www.epicurious.com/search?q=Roasted+Red+Pepper+and+Tomato+Sauce
Golden Couscous ,4.375,https://www.epicurious.com/search?q=Golden+Couscous
Garam Masala ,3.75,https://www.epicurious.com/search?q=Garam+Masala
Peach and Berry Trifle ,4.375,https://www.epicurious.com/search?q=Peach+and+Berry+Trifle
Fried Custard Squares with Rum Sauce ,4.375,https://www.epicurious.com/search?q=Fried+Custard+Squares+with+Rum+Sauce
Hoisin-Glazed Meatloaf Sandwiches ,4.375,https://www.epicurious.com/search?q=Hoisin-Glazed+Meatloaf+Sandwiches
"Melon, Arugula, and Serrano Ham with Smoked Paprika Dressing ",3.75,https://www.epicurious.com/search?q=Melon%2C+Arugula%2C+and+Serrano+Ham+with+Smoked+Paprika+Dressing
Amaranth and Feta Phyllo Triangles ,3.75,https://www.epicurious.com/search?q=Amaranth+and+Feta+Phyllo+Triangles
"Potato, Leek and Onion Soup with Garlic Cheese Toasts ",3.75,https://www.epicurious.com/search?q=Potato%2C+Leek+and+Onion+Soup+with+Garlic+Cheese+Toasts
Mango Salsa ,4.375,https://www.epicurious.com/search?q=Mango+Salsa
Matzo-Stuffed Breast of Veal ,4.375,https://www.epicurious.com/search?q=Matzo-Stuffed+Breast+of+Veal
Tender Zucchini Fritters with Green Goddess Dressing ,3.75,https://www.epicurious.com/search?q=Tender+Zucchini+Fritters+with+Green+Goddess+Dressing
Salmon with Parsley Cream Sauce ,4.375,https://www.epicurious.com/search?q=Salmon+with+Parsley+Cream+Sauce
Turkey Albondigas Soup ,3.75,https://www.epicurious.com/search?q=Turkey+Albondigas+Soup
Hotel Plaza ,0.0,https://www.epicurious.com/search?q=Hotel+Plaza
Country Fried Steak Salad With Blue Cheese Dressing ,3.125,https://www.epicurious.com/search?q=Country+Fried+Steak+Salad+With+Blue+Cheese+Dressing
To Stir-Fry Pea Shoots ,3.75,https://www.epicurious.com/search?q=To+Stir-Fry+Pea+Shoots
Feta-Yogurt Sauce ,5.0,https://www.epicurious.com/search?q=Feta-Yogurt+Sauce
Sauteed Cod Provençale ,3.75,https://www.epicurious.com/search?q=Sauteed+Cod+Proven%C3%A7ale
Korean BBQ Marinade ,5.0,https://www.epicurious.com/search?q=Korean+BBQ+Marinade
White Bean Soup with Chive Oil ,3.125,https://www.epicurious.com/search?q=White+Bean+Soup+with+Chive+Oil
Cornish Game Hens with Mustard and Rosemary ,4.375,https://www.epicurious.com/search?q=Cornish+Game+Hens+with+Mustard+and+Rosemary
"Escarole with Bacon, Dates, and Warm Walnut Vinaigrette ",3.75,https://www.epicurious.com/search?q=Escarole+with+Bacon%2C+Dates%2C+and+Warm+Walnut+Vinaigrette
Chicken Lo Mein with Ginger Mushrooms ,3.75,https://www.epicurious.com/search?q=Chicken+Lo+Mein+with+Ginger+Mushrooms
Tandoori Chicken ,3.125,https://www.epicurious.com/search?q=Tandoori+Chicken
Mexican Street Corn ,4.375,https://www.epicurious.com/search?q=Mexican+Street+Corn
Grilled Lemon-Oregano Chicken Drumsticks ,4.375,https://www.epicurious.com/search?q=Grilled+Lemon-Oregano+Chicken+Drumsticks
"Bulgur Salad with Garbanzo Beans, Feta, and Plum Tomatoes ",3.75,https://www.epicurious.com/search?q=Bulgur+Salad+with+Garbanzo+Beans%2C+Feta%2C+and+Plum+Tomatoes
Roasted Potatoes and Asparagus with Parmesan ,4.375,https://www.epicurious.com/search?q=Roasted+Potatoes+and+Asparagus+with+Parmesan
Honey-Roasted Lamb with Arugula and Pine Nut Salad ,4.375,https://www.epicurious.com/search?q=Honey-Roasted+Lamb+with+Arugula+and+Pine+Nut+Salad
Smoked Fish Fritters with Beet Vinaigrette ,3.75,https://www.epicurious.com/search?q=Smoked+Fish+Fritters+with+Beet+Vinaigrette
Strawberry Cream Cheese Tart ,1.25,https://www.epicurious.com/search?q=Strawberry+Cream+Cheese+Tart
Easy Veggie-Shrimp Stir-Fry with Udon ,3.125,https://www.epicurious.com/search?q=Easy+Veggie-Shrimp+Stir-Fry+with+Udon
Chocolate Plum and Walnut Torte ,4.375,https://www.epicurious.com/search?q=Chocolate+Plum+and+Walnut+Torte
Spring Vegetable Sauté ,4.375,https://www.epicurious.com/search?q=Spring+Vegetable+Saut%C3%A9
